strategy_id,trade_id,entry_ts,exit_ts,entry_price,exit_price,bars_held,days_held,pnl_usd,return_pct,exit_reason,entry_reason,entry_er30,entry_context,entry_d1_regime,entry_atr,entry_vdo,entry_ema_spread_atr,entry_price_to_slow_atr,mfe_pct,mae_pct,mfe_r,mae_r,realized_r,giveback_r,giveback_ratio,peak_time,peak_to_exit_bars,mae_before_mfe_first6,first_6_bar_mfe_r,first_6_bar_mae_r,failure_mode,is_winner
E0,73,2021-08-27T04:00:00Z,2021-09-07T16:00:00Z,46869.073946,46609.425594,69,11.5,-973.79,-0.8519,vtrend_trail_stop,vtrend_entry,0.15719,chop,on,927.171226,0.001387,2.050162,0.856344,12.9103,-8.5899,6.526223,4.342266,-0.280044,6.806266,1.042911,2021-09-07T00:00:00Z,4,True,2.620795,0.320021,late_exit_giveback,False
E0,74,2021-09-18T08:00:00Z,2021-09-20T04:00:00Z,48670.644166,45497.218636,11,1.833,-7707.19,-6.8002,vtrend_trail_stop,vtrend_entry,0.386489,transition,on,836.321319,0.006477,0.051455,1.634352,0.3162,-7.3363,0.184015,4.269464,-3.794505,3.97852,21.620607,2021-09-18T08:00:00Z,11,False,0.184015,1.289952,other_loss,False
E0,75,2021-10-02T12:00:00Z,2021-10-22T00:00:00Z,47731.155381,62130.972398,117,19.5,31455.23,29.7787,vtrend_trail_stop,vtrend_entry,0.236595,chop,on,1003.034194,0.005264,0.018483,2.966948,40.3695,-1.7602,19.210556,0.837614,14.356257,4.854299,0.252689,2021-10-20T12:00:00Z,9,False,0.603603,0.64121,winner,True
E0,76,2021-10-25T00:00:00Z,2021-10-27T08:00:00Z,60913.087433,59890.054997,14,2.333,-2706.08,-1.974,vtrend_trail_stop,vtrend_entry,0.190405,chop,on,1206.004139,0.006694,2.790009,2.146706,4.5927,-1.7985,2.319679,0.908403,-0.848283,3.167962,1.36569,2021-10-25T16:00:00Z,10,True,2.319679,0.218148,late_exit_giveback,False
E0,77,2021-10-28T16:00:00Z,2021-11-06T08:00:00Z,61199.763895,60730.094328,52,8.667,-1430.72,-1.0647,vtrend_trail_stop,vtrend_entry,0.01816,chop,off,1203.30279,0.006613,1.451932,1.690905,5.0167,-5.5225,2.551508,2.808739,-0.390317,2.941825,1.152975,2021-11-02T12:00:00Z,23,True,1.125399,2.808739,late_exit_giveback,False
E0,78,2021-11-06T20:00:00Z,2021-11-12T08:00:00Z,61236.600704,64423.638012,33,5.5,6500.28,4.8893,vtrend_trail_stop,vtrend_entry,0.019663,chop,on,999.435581,0.000261,0.84452,0.540967,12.6777,-0.2247,7.767784,0.137668,3.188837,4.578946,0.589479,2021-11-10T12:00:00Z,11,True,1.263552,0.137668,winner,True
E0,79,2021-11-15T04:00:00Z,2021-11-16T04:00:00Z,65778.389088,60846.507827,6,1.0,-10841.88,-7.7748,vtrend_trail_stop,vtrend_entry,0.049102,chop,on,1059.385449,0.004944,1.485223,2.504806,0.9478,-8.1428,0.588484,5.05594,-4.655417,5.243901,8.910871,2021-11-15T08:00:00Z,5,False,0.588484,5.05594,trail_stop_noise,False
E0,80,2021-12-26T00:00:00Z,2021-12-28T16:00:00Z,50450.08227,48888.544764,16,2.667,-4353.98,-3.3855,vtrend_trail_stop,vtrend_entry,0.365899,transition,on,764.064287,0.010221,0.011057,0.835786,3.2466,-4.2581,2.143691,2.811546,-2.043725,4.187416,1.953367,2021-12-27T16:00:00Z,6,True,1.086188,1.358632,late_exit_giveback,False
E0,81,2022-02-05T20:00:00Z,2022-02-12T16:00:00Z,41586.455286,42081.806611,41,6.833,1103.39,0.888,vtrend_trail_stop,vtrend_entry,0.295957,transition,on,843.09777,0.008008,0.004275,2.919512,10.1825,-1.1299,5.022602,0.557344,0.587537,4.435065,0.883021,2022-02-10T16:00:00Z,12,True,0.689771,0.557344,winner,True
E0,82,2022-02-15T00:00:00Z,2022-02-17T16:00:00Z,42578.486574,41883.525041,16,2.667,-2415.43,-1.9269,vtrend_trail_stop,vtrend_entry,0.187255,chop,on,785.183987,0.006634,1.479245,1.457667,5.1033,-2.0632,2.767394,1.118829,-0.885094,3.652488,1.319829,2022-02-15T20:00:00Z,11,True,2.767394,0.192893,late_exit_giveback,False
E0,83,2022-03-01T16:00:00Z,2022-03-04T16:00:00Z,43687.344601,40653.635854,18,3.0,-8879.88,-7.2229,vtrend_trail_stop,vtrend_entry,0.478978,trend,on,1212.063648,0.00201,0.094375,3.004355,3.9203,-7.1813,1.413008,2.588399,-2.502929,3.915936,2.771348,2022-03-02T12:00:00Z,13,True,1.413008,0.475127,trail_stop_noise,False
E0,84,2022-03-17T16:00:00Z,2022-03-31T20:00:00Z,40839.36876,45536.409415,85,14.167,12737.48,11.1673,vtrend_trail_stop,vtrend_entry,0.167204,chop,on,879.691317,0.006671,0.003221,1.114757,17.9985,-1.7246,8.355739,0.800654,5.339419,3.01632,0.360988,2022-03-28T16:00:00Z,19,True,0.265538,0.800654,winner,True
E0,85,2022-04-01T20:00:00Z,2022-04-06T16:00:00Z,46408.05327,44124.202682,29,4.833,-6601.19,-5.206,vtrend_trail_stop,vtrend_entry,0.139664,chop,on,781.846819,0.001884,3.016791,3.296693,2.2325,-5.8232,1.32514,3.456449,-2.921097,4.246238,3.204368,2022-04-03T20:00:00Z,17,False,1.029545,1.007938,trail_stop_noise,False
E0,86,2022-04-07T12:00:00Z,2022-04-09T00:00:00Z,43810.527692,42209.778543,9,1.5,-4738.66,-3.9424,vtrend_trend_exit,vtrend_entry,0.324881,transition,off,751.304335,0.000573,0.871218,-1.02894,0.3654,-3.8881,0.213086,2.267241,-2.130627,2.343713,10.998914,2022-04-08T08:00:00Z,4,True,0.213086,1.045738,false_breakout,False
E0,87,2022-07-18T08:00:00Z,2022-07-23T12:00:00Z,22268.181491,22208.055278,31,5.167,-656.67,-0.5688,vtrend_trail_stop,vtrend_entry,0.360233,transition,off,498.893107,0.008066,0.091204,2.771139,9.0199,-3.9526,4.02603,1.764269,-0.120519,4.146549,1.029935,2022-07-20T12:00:00Z,18,True,1.390155,1.764269,late_exit_giveback,False
E0,88,2022-07-24T00:00:00Z,2022-07-26T00:00:00Z,22471.034192,21289.594428,12,2.0,-6361.65,-5.5414,vtrend_trail_stop,vtrend_entry,0.00212,chop,on,530.246971,0.002431,1.666576,1.385354,2.4191,-5.4338,1.025194,2.302765,-2.228093,3.253287,3.173339,2022-07-24T20:00:00Z,7,True,1.025194,0.403367,trail_stop_noise,False
E0,89,2022-07-27T08:00:00Z,2022-08-01T20:00:00Z,21367.461447,22932.420369,33,5.5,7593.57,7.0025,vtrend_trail_stop,vtrend_entry,0.269153,transition,off,446.2557,0.000614,0.248928,-0.822348,15.4466,-1.113,7.39607,0.532904,3.506866,3.889204,0.525847,2022-07-30T12:00:00Z,14,True,4.690402,0.532904,winner,True
E0,90,2022-08-03T16:00:00Z,2022-08-09T16:00:00Z,23376.118598,23051.930769,36,6.0,-1951.96,-1.6822,vtrend_trail_stop,vtrend_entry,0.129471,chop,on,441.84802,0.000719,1.426076,1.781135,3.717,-4.1757,1.966471,2.209173,-0.733709,2.70018,1.373109,2022-08-08T12:00:00Z,7,False,0.450067,1.484942,trail_stop_noise,False
E0,91,2022-08-10T12:00:00Z,2022-08-17T16:00:00Z,23145.488141,23368.513948,43,7.167,754.25,0.6611,vtrend_trail_stop,vtrend_entry,0.062515,chop,on,320.090051,0.000653,1.190104,0.702442,8.9254,-0.6088,6.453908,0.440214,0.69676,5.757149,0.892041,2022-08-15T00:00:00Z,16,True,4.997068,0.440214,winner,True
E0,92,2022-08-18T04:00:00Z,2022-08-19T08:00:00Z,23457.690109,21885.468107,7,1.167,-8017.68,-6.9818,vtrend_trail_stop,vtrend_entry,0.27631,transition,off,374.497999,0.000238,0.976153,-0.27613,0.6067,-8.5683,0.380002,5.366998,-4.198212,4.578214,12.047876,2022-08-18T12:00:00Z,5,False,0.380002,1.993549,other_loss,False
E0,93,2022-09-11T16:00:00Z,2022-09-13T16:00:00Z,21663.717481,20808.945437,12,2.0,-4522.02,-4.2334,vtrend_trail_stop,vtrend_entry,0.363824,transition,on,337.452079,0.001835,0.214783,3.037092,5.2405,-4.2131,3.364278,2.704732,-2.533018,5.897295,1.752916,2022-09-13T12:00:00Z,1,True,2.442665,0.613561,other_loss,False
E0,94,2022-09-13T20:00:00Z,2022-09-15T16:00:00Z,20305.179961,19717.627574,11,1.833,-3257.62,-3.1845,vtrend_trend_exit,vtrend_entry,0.130303,chop,on,552.794202,0.000673,0.887859,-1.052311,1.1637,-3.9802,0.427465,1.461991,-1.062877,1.490342,3.486468,2022-09-14T00:00:00Z,10,False,0.427465,1.24379,other_loss,False
E0,95,2022-10-05T04:00:00Z,2022-10-07T20:00:00Z,20210.855708,19439.865545,16,2.667,-4063.42,-4.1029,vtrend_trail_stop,vtrend_entry,0.244274,chop,on,303.441126,0.000806,0.058965,1.977487,1.2159,-4.4078,0.809858,2.935844,-2.540823,3.350681,4.137368,2022-10-06T04:00:00Z,10,True,0.773344,1.584675,false_breakout,False
E0,96,2022-10-09T12:00:00Z,2022-10-09T16:00:00Z,19487.823217,19516.239114,1,0.167,-146.43,-0.1542,vtrend_trend_exit,vtrend_entry,0.174158,chop,off,215.903889,0.00042,0.016659,-0.856076,0.3191,-0.1387,0.287984,0.125163,0.131614,0.15637,0.542982,2022-10-09T12:00:00Z,1,True,0.287984,0.125163,false_breakout,False
E0,97,2022-10-25T20:00:00Z,2022-11-03T00:00:00Z,20296.541329,20131.693198,49,8.167,-1051.95,-1.1093,vtrend_trail_stop,vtrend_entry,0.46579,trend,off,223.73065,0.002463,0.073732,4.102522,3.8847,-1.5541,3.524142,1.409826,-0.736815,4.260958,1.209076,2022-10-29T08:00:00Z,28,True,3.233614,1.409826,late_exit_giveback,False
E0,98,2022-11-03T04:00:00Z,2022-11-07T08:00:00Z,20330.945708,20614.470059,25,4.167,1022.94,1.0908,vtrend_trail_stop,vtrend_entry,0.179632,chop,on,243.815316,0.000376,1.7162,1.190167,5.6549,-1.4741,4.715472,1.229232,1.162865,3.552607,0.753394,2022-11-05T00:00:00Z,14,False,0.255826,1.229232,winner,True
E0,99,2022-12-07T00:00:00Z,2022-12-07T08:00:00Z,17106.053232,16746.271161,2,0.333,-2271.88,-2.3965,vtrend_trend_exit,vtrend_entry,0.063112,chop,off,152.433918,0.00208,0.00592,0.646629,0.2114,-2.2022,0.237196,2.471256,-2.360249,2.597446,10.950615,2022-12-07T00:00:00Z,2,False,0.237196,2.471256,other_loss,False
E0,100,2022-12-09T08:00:00Z,2022-12-12T08:00:00Z,17228.865953,16906.690621,18,3.0,-2002.24,-2.1639,vtrend_trail_stop,vtrend_entry,0.109428,chop,on,146.353496,0.001042,0.050362,1.549452,0.7611,-2.0722,0.896009,2.439408,-2.20135,3.097359,3.45684,2022-12-09T12:00:00Z,17,True,0.896009,1.166053,false_breakout,False
E0,101,2022-12-12T12:00:00Z,2022-12-15T16:00:00Z,17006.443697,17411.005927,19,3.167,1875.88,2.0722,vtrend_trail_stop,vtrend_entry,0.148343,chop,on,105.241022,0.001607,0.480763,-0.320137,8.1234,-0.5047,13.12707,0.815592,3.84415,9.282921,0.707159,2022-12-14T16:00:00Z,6,True,4.689771,0.815592,winner,True
E0,102,2022-12-17T16:00:00Z,2022-12-18T00:00:00Z,16717.484955,16760.766654,2,0.333,-38.28,-0.0414,vtrend_trend_exit,vtrend_entry,0.097744,chop,off,202.564743,5.2e-05,0.19173,-2.186073,0.4746,-0.4207,0.391653,0.347222,0.213668,0.177984,0.454444,2022-12-17T20:00:00Z,1,True,0.391653,0.347222,false_breakout,False
E0,103,2023-01-09T00:00:00Z,2023-01-30T20:00:00Z,17144.962112,22762.080836,131,21.833,29893.26,32.3648,vtrend_trail_stop,vtrend_entry,0.40391,transition,on,87.939215,0.000177,0.757898,3.482324,39.7527,-0.2351,77.503283,0.458295,63.875016,13.628268,0.175841,2023-01-29T16:00:00Z,7,True,2.886515,0.458295,winner,True
E0,104,2023-01-31T16:00:00Z,2023-02-05T16:00:00Z,23144.92758,23073.828854,30,5.0,-740.66,-0.6058,vtrend_trail_stop,vtrend_entry,0.037625,chop,on,319.741767,0.000845,4.288974,4.416838,4.7962,-1.6621,3.471778,1.203151,-0.222363,3.694141,1.064049,2023-02-02T00:00:00Z,22,True,0.547543,1.039081,late_exit_giveback,False
E0,105,2023-02-06T12:00:00Z,2023-02-09T20:00:00Z,22901.11395,22008.964518,20,3.333,-5083.67,-4.1835,vtrend_trail_stop,vtrend_entry,0.065061,chop,on,254.969908,0.000153,3.156765,1.787481,2.4055,-4.4544,2.160592,4.000919,-3.499038,5.659631,2.619481,2023-02-08T00:00:00Z,11,False,1.008496,1.031941,late_exit_giveback,False
E0,106,2023-02-16T04:00:00Z,2023-02-17T00:00:00Z,24756.337783,23494.208159,5,0.833,-6266.96,-5.3825,vtrend_trail_stop,vtrend_entry,0.640956,trend,on,371.000716,0.00721,0.273277,6.422335,1.9941,-5.0536,1.330623,3.372198,-3.40196,4.732583,3.556666,2023-02-16T16:00:00Z,2,False,1.330623,3.372198,trail_stop_noise,False
E0,107,2023-02-18T00:00:00Z,2023-02-22T16:00:00Z,24592.814382,23691.230989,28,4.667,-4356.62,-3.9546,vtrend_trail_stop,vtrend_entry,0.366538,transition,on,511.773064,0.000677,1.403723,3.707374,2.6723,-3.9269,1.284135,1.887036,-1.761686,3.045821,2.371885,2023-02-21T08:00:00Z,8,True,0.555296,0.318138,trail_stop_noise,False
E0,108,2023-02-23T04:00:00Z,2023-02-25T00:00:00Z,24479.310964,23160.861756,11,1.833,-5998.71,-5.6694,vtrend_trail_stop,vtrend_entry,0.032881,chop,on,431.535349,0.000569,2.039613,2.417528,0.1911,-6.6919,0.108378,3.79603,-3.055252,3.16363,29.190643,2023-02-23T04:00:00Z,11,False,0.108378,2.019095,other_loss,False
E0,109,2023-02-26T20:00:00Z,2023-03-03T04:00:00Z,23522.835205,22297.37589,26,4.333,-5483.17,-5.4936,vtrend_trail_stop,vtrend_entry,0.240027,chop,off,318.675899,0.000152,0.468068,0.260169,2.0285,-6.5966,1.497336,4.869227,-3.845472,5.342808,3.56821,2023-03-01T08:00:00Z,11,False,1.17723,1.169951,trail_stop_noise,False
E0,110,2023-03-14T16:00:00Z,2023-03-27T16:00:00Z,25920.571144,26876.733096,78,13.0,3186.57,3.3782,vtrend_trail_stop,vtrend_entry,0.391811,transition,on,707.845106,0.005564,0.035292,4.934627,11.3712,-7.807,4.164017,2.858847,1.350807,2.81321,0.6756,2023-03-22T16:00:00Z,30,False,0.114769,2.746577,winner,True
E0,111,2023-03-28T00:00:00Z,2023-04-08T20:00:00Z,27152.031681,27896.212851,71,11.833,2372.54,2.433,vtrend_trail_stop,vtrend_entry,0.021135,chop,on,475.594427,0.00403,3.203372,2.254634,7.4862,-1.9161,4.273911,1.093898,1.564739,2.709172,0.633886,2023-03-30T00:00:00Z,59,True,0.773702,1.093898,winner,True
E0,112,2023-04-09T04:00:00Z,2023-04-17T08:00:00Z,28055.744717,29808.46916,49,8.167,5922.27,5.929,vtrend_trail_stop,vtrend_entry,0.050124,chop,on,232.277938,0.002739,2.391415,2.358598,10.4943,-0.9116,12.67557,1.101029,7.545807,5.129763,0.404697,2023-04-14T04:00:00Z,19,True,2.041758,1.101029,winner,True
E0,113,2023-04-18T08:00:00Z,2023-04-19T20:00:00Z,29805.393054,29197.840247,9,1.5,-2467.28,-2.3318,vtrend_trail_stop,vtrend_entry,0.075699,chop,on,296.647335,0.005896,3.31524,2.878702,2.2801,-2.7022,2.290959,2.714985,-2.048064,4.339023,1.893977,2023-04-18T12:00:00Z,8,True,2.290959,0.378541,late_exit_giveback,False
E0,114,2023-04-21T16:00:00Z,2023-04-22T00:00:00Z,28068.74771,27235.583976,2,0.333,-3367.84,-3.259,vtrend_trend_exit,vtrend_entry,0.426054,transition,off,410.339345,0.000374,0.340036,-2.210604,0.0776,-3.3623,0.053108,2.29992,-2.030426,2.083534,39.232042,2023-04-21T16:00:00Z,2,False,0.053108,2.29992,other_loss,False
E0,115,2023-04-30T08:00:00Z,2023-05-01T16:00:00Z,29295.703747,28142.476403,8,1.333,-4223.13,-4.2243,vtrend_trail_stop,vtrend_entry,0.265887,transition,on,375.116886,0.00113,0.714451,1.545449,2.2996,-4.1656,1.795937,3.253236,-3.074315,4.870252,2.711817,2023-04-30T12:00:00Z,7,False,1.795937,2.787275,trail_stop_noise,False
E0,116,2023-05-04T04:00:00Z,2023-05-08T00:00:00Z,29125.954124,28401.667018,23,3.833,-2660.74,-2.7788,vtrend_trail_stop,vtrend_entry,0.049308,chop,on,439.864474,0.007302,0.00616,1.003514,2.3829,-2.8358,1.577863,1.877747,-1.646614,3.224477,2.043572,2023-05-06T00:00:00Z,12,True,0.920842,1.051038,trail_stop_noise,False
E0,117,2023-05-30T00:00:00Z,2023-05-31T16:00:00Z,27764.133324,26884.645178,10,1.667,-3218.82,-3.4578,vtrend_trail_stop,vtrend_entry,0.417632,transition,on,289.747706,0.006424,0.003197,1.803188,0.9885,-3.2889,0.947226,3.151477,-3.035358,3.982585,4.20447,2023-05-30T08:00:00Z,8,False,0.947226,0.725229,trail_stop_noise,False
E0,118,2023-06-20T12:00:00Z,2023-06-29T00:00:00Z,26934.904717,30047.330119,51,8.5,10084.54,11.2212,vtrend_trail_stop,vtrend_entry,0.500441,trend,on,278.293617,0.004788,0.029384,1.838645,16.6959,-1.0503,16.159319,1.016569,11.183963,4.975356,0.307894,2023-06-23T16:00:00Z,32,True,8.218246,1.016569,winner,True
E0,119,2023-06-29T08:00:00Z,2023-07-05T16:00:00Z,30370.637875,30325.761479,38,6.333,-446.67,-0.4469,vtrend_trail_stop,vtrend_entry,0.054512,chop,on,361.788997,0.000331,4.385293,4.678355,3.3235,-2.8667,2.789919,2.40648,-0.12404,2.91396,1.04446,2023-07-03T16:00:00Z,12,True,2.519043,0.333448,late_exit_giveback,False
E0,120,2023-07-06T00:00:00Z,2023-07-10T08:00:00Z,30535.312426,30082.005418,26,4.333,-1770.89,-1.7796,vtrend_trail_stop,vtrend_entry,0.010025,chop,on,285.019628,0.002711,3.610369,3.05725,3.1593,-2.7322,3.384636,2.92714,-1.590441,4.975077,1.4699,2023-07-06T08:00:00Z,24,False,3.384636,2.402861,late_exit_giveback,False
E0,121,2023-07-10T20:00:00Z,2023-07-14T20:00:00Z,30868.245109,30085.072349,24,4.0,-2765.09,-2.8291,vtrend_trail_stop,vtrend_entry,0.104061,chop,on,260.102566,0.00906,1.765933,3.661941,3.0321,-3.1367,3.598407,3.722551,-3.011015,6.609422,1.836763,2023-07-13T16:00:00Z,7,True,0.682557,2.607606,late_exit_giveback,False
E0,122,2023-07-15T00:00:00Z,2023-07-20T00:00:00Z,30342.319578,29879.308267,30,5.0,-1729.39,-1.8209,vtrend_trend_exit,vtrend_entry,0.025744,chop,on,426.668141,0.008622,1.217531,0.333334,0.3267,-2.7365,0.23236,1.946055,-1.085179,1.317539,5.670258,2023-07-16T12:00:00Z,21,True,0.11386,0.33356,false_breakout,False
E0,123,2023-09-17T12:00:00Z,2023-09-22T00:00:00Z,26593.253322,26541.518562,27,4.5,-460.16,-0.4935,vtrend_trail_stop,vtrend_entry,0.170802,chop,on,213.894697,0.004204,0.362965,1.300741,3.3479,-0.8119,4.162407,1.009391,-0.24187,4.404277,1.058108,2023-09-19T16:00:00Z,14,True,3.023669,1.009391,late_exit_giveback,False
E0,124,2023-09-24T20:00:00Z,2023-09-26T00:00:00Z,26475.635792,26278.501776,7,1.167,-966.71,-1.0419,vtrend_trend_exit,vtrend_entry,0.385948,transition,on,155.211054,0.000153,0.772969,-0.541081,0.1739,-1.8325,0.296591,3.12591,-1.270103,1.566694,5.282338,2023-09-24T20:00:00Z,7,False,0.296591,3.12591,other_loss,False
E0,125,2023-09-28T20:00:00Z,2023-10-03T16:00:00Z,27127.106775,27317.661836,29,4.833,368.0,0.4008,vtrend_trail_stop,vtrend_entry,0.1478,chop,off,265.971791,0.019397,0.017748,2.31736,5.3559,-1.7029,5.462584,1.736826,0.716448,4.746136,0.868844,2023-10-02T12:00:00Z,7,False,0.442841,1.736826,winner,True
E0,126,2023-10-04T04:00:00Z,2023-10-11T00:00:00Z,27457.867288,27362.736728,41,6.833,-594.56,-0.645,vtrend_trail_stop,vtrend_entry,0.127458,chop,on,307.619567,0.009415,1.615911,1.889504,3.0488,-1.0268,2.721325,0.91648,-0.309247,3.030572,1.113639,2023-10-06T20:00:00Z,25,True,1.424496,0.416155,late_exit_giveback,False
E0,127,2023-10-12T00:00:00Z,2023-10-13T04:00:00Z,26902.402239,26754.915005,7,1.167,-774.98,-0.8461,vtrend_trend_exit,vtrend_entry,0.372781,transition,on,259.283159,0.000985,0.650806,-1.402097,0.1659,-1.2913,0.172158,1.339857,-0.568827,0.740985,4.304091,2023-10-12T00:00:00Z,7,False,0.172158,1.339857,other_loss,False
E0,128,2023-10-16T16:00:00Z,2023-11-14T20:00:00Z,28092.231176,35258.714824,175,29.167,22825.87,25.1346,vtrend_trail_stop,vtrend_entry,0.480783,trend,on,363.768293,0.031368,0.039403,2.500249,35.1699,-0.0999,27.16017,0.077168,19.700683,7.459488,0.274648,2023-11-09T12:00:00Z,32,True,1.969052,0.077168,winner,True
E0,129,2023-11-15T12:00:00Z,2023-11-16T20:00:00Z,36277.20001,35885.09797,8,1.333,-1565.01,-1.3772,vtrend_trail_stop,vtrend_entry,0.167717,chop,on,496.867454,0.008392,2.702163,2.520614,4.6939,-2.1424,3.427071,1.5642,-0.789148,4.216219,1.230269,2023-11-15T20:00:00Z,6,True,3.427071,0.553166,late_exit_giveback,False
E0,130,2023-11-17T04:00:00Z,2023-11-22T00:00:00Z,36520.493121,35705.917285,29,4.833,-2828.03,-2.5233,vtrend_trail_stop,vtrend_entry,0.061535,chop,on,618.02132,0.001617,2.083997,1.952583,3.3666,-2.1508,1.989425,1.270981,-1.318038,3.307463,1.662522,2023-11-20T16:00:00Z,8,True,0.452261,1.066942,trail_stop_noise,False
E0,131,2023-11-22T04:00:00Z,2023-11-27T12:00:00Z,36416.379085,36998.923309,32,5.333,1415.12,1.2953,vtrend_trail_stop,vtrend_entry,0.015834,chop,off,579.874674,0.011467,1.63379,0.865931,5.4855,-0.4865,3.444918,0.305547,1.004604,2.440315,0.708381,2023-11-24T12:00:00Z,18,True,2.491436,0.305547,winner,True
E0,132,2023-11-27T20:00:00Z,2023-12-11T08:00:00Z,36913.886219,42090.398013,81,13.5,15140.46,13.6817,vtrend_trail_stop,vtrend_entry,0.095007,chop,on,369.787781,0.003761,2.154892,0.919049,21.0926,-0.3288,21.055628,0.328232,13.998602,7.057026,0.335161,2023-12-08T20:00:00Z,15,True,3.956631,0.328232,winner,True
E0,133,2023-12-12T00:00:00Z,2023-12-18T00:00:00Z,41294.673723,41333.275704,36,6.0,-259.6,-0.2064,vtrend_trail_stop,vtrend_entry,0.283202,transition,on,719.115246,0.003779,3.15217,0.961715,5.2804,-1.7912,3.032235,1.028589,0.05368,2.978555,0.982297,2023-12-13T20:00:00Z,25,False,1.125614,0.854764,late_exit_giveback,False
E0,134,2023-12-18T16:00:00Z,2023-12-26T16:00:00Z,41307.226266,42349.129088,48,8.0,2781.06,2.2152,vtrend_trail_stop,vtrend_entry,0.082772,chop,on,595.076048,0.001465,1.16008,-0.003808,7.483,-0.3883,5.194351,0.269539,1.750873,3.443477,0.662927,2023-12-22T04:00:00Z,27,True,3.679822,0.269539,winner,True
E0,135,2023-12-26T20:00:00Z,2024-01-03T20:00:00Z,42151.229637,42554.073989,48,8.0,838.34,0.6533,vtrend_trail_stop,vtrend_entry,0.260052,transition,on,509.821357,0.013777,1.530004,-0.599085,8.8453,-3.3243,7.313151,2.748472,0.790168,6.522983,0.891952,2024-01-02T08:00:00Z,9,True,2.096362,0.188752,winner,True
E0,136,2024-01-06T00:00:00Z,2024-01-12T20:00:00Z,44189.276156,43429.098308,41,6.833,-2602.21,-2.0147,vtrend_trail_stop,vtrend_entry,0.169135,chop,on,880.497677,0.004326,0.712437,1.305946,10.8176,-2.2953,5.42898,1.151935,-0.86335,6.29233,1.159026,2024-01-11T12:00:00Z,8,False,0.028556,0.899748,late_exit_giveback,False
E0,137,2024-01-14T08:00:00Z,2024-01-15T00:00:00Z,43054.462193,41690.628083,4,0.667,-4376.16,-3.4578,vtrend_trend_exit,vtrend_entry,0.334573,transition,off,914.51347,0.007115,0.341381,-1.128342,0.057,-3.0995,0.026832,1.459205,-1.491322,1.518154,56.580929,2024-01-14T08:00:00Z,4,False,0.026832,1.459205,other_loss,False
E0,138,2024-01-30T12:00:00Z,2024-03-05T20:00:00Z,43581.298634,61349.584373,212,35.333,49299.89,40.3488,vtrend_trail_stop,vtrend_entry,0.459101,trend,on,495.488377,0.007366,0.086871,2.950526,58.3248,-3.8939,51.300298,3.424941,35.860146,15.440152,0.300976,2024-03-05T12:00:00Z,2,False,0.607605,2.474929,winner,True
E0,139,2024-03-06T08:00:00Z,2024-03-16T20:00:00Z,66743.153129,66844.615218,63,10.5,-253.78,-0.148,vtrend_trail_stop,vtrend_entry,0.213223,chop,on,2072.21322,0.001129,3.134951,4.613469,10.5387,-3.1138,3.394364,1.002905,0.048963,3.345401,0.985575,2024-03-14T04:00:00Z,16,False,0.433327,1.002905,late_exit_giveback,False
E0,140,2024-03-17T12:00:00Z,2024-03-19T12:00:00Z,67022.462229,63018.27443,12,2.0,-10712.27,-6.2561,vtrend_trail_stop,vtrend_entry,0.210866,chop,on,1843.127248,0.000106,1.894166,0.848978,2.8849,-6.7402,1.049053,2.450977,-2.172497,3.221549,3.070913,2024-03-18T04:00:00Z,8,True,1.049053,0.31769,trail_stop_noise,False
E0,141,2024-03-21T00:00:00Z,2024-03-23T12:00:00Z,67908.36747,64564.996547,15,2.5,-8360.05,-5.2082,vtrend_trend_exit,vtrend_entry,0.061114,chop,off,2019.384828,0.002937,0.328364,1.182542,0.489,-8.3176,0.164457,2.797073,-1.655638,1.820096,11.067285,2024-03-21T00:00:00Z,15,False,0.164457,1.673459,slow_trend_reversal,False
E0,142,2024-03-25T04:00:00Z,2024-04-01T16:00:00Z,67417.366837,68168.929909,45,7.5,1235.37,0.8119,vtrend_trail_stop,vtrend_entry,0.28848,transition,on,1377.382367,0.022957,0.058344,1.417682,6.4556,-1.0492,3.159742,0.513559,0.545646,2.614096,0.827313,2024-03-27T12:00:00Z,31,True,2.709947,0.513559,winner,True
E0,143,2024-04-01T20:00:00Z,2024-04-02T12:00:00Z,69717.675422,65557.083716,4,0.667,-9586.25,-6.2494,vtrend_trail_stop,vtrend_entry,0.072617,chop,on,959.613302,0.006474,2.00176,1.900515,0.2615,-6.6593,0.189998,4.838069,-4.335696,4.525694,23.819697,2024-04-01T20:00:00Z,4,False,0.189998,4.838069,other_loss,False
